,Simulation Id,Flow Id,TX bitrate kbit/s,RX bitrate kbit/s,Mean Delay ms,Packet Loss Ratio %
1635,87,2,527794.581287264,527852.4076786272,0.004970495303159693,0.0
1636,87,3,527824.1120420002,527884.9913282339,0.0074041385597082955,0.0
1637,87,4,527891.0874773415,527960.0196250698,0.002537064315352697,0.0
1638,87,5,527920.5715132841,527921.0621314829,0.004969595185995624,0.0
1639,87,6,528009.0997785166,528010.5928051026,0.007403194444444445,0.0
1640,87,7,528144.7923507608,528541.5721478881,0.0025421124620060792,0.0
1641,87,8,528226.4248164346,528228.7713290307,0.004969597989949749,0.0
1642,87,9,528659.1435590367,528663.9715552091,0.004969651741293533,0.0
1643,87,10,528894.7610294117,530042.2775928758,0.004987272727272728,0.0
1644,87,11,529411.7647058823,529421.941982737,0.007403215686274511,0.0
1645,87,12,530239.1092927328,530257.9666160849,0.004969598901098902,0.0
1646,87,13,530463.360901441,530463.360901441,0.0049696,0.0
1647,87,14,530463.360901441,530481.1590833127,0.0075791715976331366,0.0
1648,88,1,527794.581287264,527797.3346376495,0.004969641332194706,0.0
1649,88,2,527804.1352241386,528237.1587150616,0.00777630890052356,0.0
1650,88,3,527884.6153846154,528416.8320582914,0.007411702564102564,0.0
1651,88,4,527953.3959537571,528032.2855963961,0.009838011560693643,0.0
1652,88,5,527961.6702300301,527963.000639007,0.009836799531066824,0.0
1653,88,6,527990.1625659905,528466.8734952026,0.005000563035495716,0.0
1654,88,7,528053.1523035622,528054.8033547971,0.009836796769851951,0.0
1655,88,8,528053.1523035622,528053.934624996,0.010270403768506057,0.0
1656,88,9,528144.7923507608,528146.7966273638,0.002536003039513678,0.0
1657,88,10,528209.4557349972,528317.471646441,0.002537688524590164,0.0
1658,88,11,528226.4248164346,528447.4050335934,0.007406599664991625,0.0
1659,88,12,528285.435267857,528752.2129696413,0.004976785714285715,0.0
1660,88,13,528515.625,528519.3844815398,0.0074032,0.0
1661,88,14,528617.2154421803,528624.3370566798,0.009836803874092009,0.0
1662,88,15,528617.2154421803,528619.986403807,0.005182391304347826,0.0
